FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree
6001433400,"Census Tract 4334, Alameda County, California","Census Tract 4334, Alameda County, California",6,1,433400,6452,5210,732,1324,1537,1063,401,58,95
6001433500,"Census Tract 4335, Alameda County, California","Census Tract 4335, Alameda County, California",6,1,433500,4929,3401,598,1323,934,337,168,0,41
6001433600,"Census Tract 4336, Alameda County, California","Census Tract 4336, Alameda County, California",6,1,433600,6203,4591,1058,1304,1341,659,212,17,0
6001433700,"Census Tract 4337, Alameda County, California","Census Tract 4337, Alameda County, California",6,1,433700,3134,1949,417,551,656,266,30,19,10
6001433800,"Census Tract 4338, Alameda County, California","Census Tract 4338, Alameda County, California",6,1,433800,8321,5261,906,1391,1769,992,141,15,47
6001433900,"Census Tract 4339, Alameda County, California","Census Tract 4339, Alameda County, California",6,1,433900,6590,3697,1079,1163,698,496,185,76,0
6001434000,"Census Tract 4340, Alameda County, California","Census Tract 4340, Alameda County, California",6,1,434000,5104,3026,1074,816,789,259,88,0,0
6001435102,"Census Tract 4351.02, Alameda County, California","Census Tract 4351.02, Alameda County, California",6,1,435102,4647,2856,161,437,523,1180,326,136,93
6001435103,"Census Tract 4351.03, Alameda County, California","Census Tract 4351.03, Alameda County, California",6,1,435103,6309,4533,335,488,1077,1639,780,91,123
6001435104,"Census Tract 4351.04, Alameda County, California","Census Tract 4351.04, Alameda County, California",6,1,435104,5628,3523,686,864,1076,537,241,48,71
6001435200,"Census Tract 4352, Alameda County, California","Census Tract 4352, Alameda County, California",6,1,435200,4438,3287,262,640,1271,855,188,55,16
6001435300,"Census Tract 4353, Alameda County, California","Census Tract 4353, Alameda County, California",6,1,435300,4336,2944,452,684,1127,449,143,29,60
6001435400,"Census Tract 4354, Alameda County, California","Census Tract 4354, Alameda County, California",6,1,435400,4196,3057,518,666,842,706,249,67,9
6001435500,"Census Tract 4355, Alameda County, California","Census Tract 4355, Alameda County, California",6,1,435500,3365,2285,609,727,660,204,85,0,0
6001435601,"Census Tract 4356.01, Alameda County, California","Census Tract 4356.01, Alameda County, California",6,1,435601,5696,3255,1186,1056,771,215,23,4,0
6001435602,"Census Tract 4356.02, Alameda County, California","Census Tract 4356.02, Alameda County, California",6,1,435602,4881,3104,805,944,668,542,95,20,30
6001435700,"Census Tract 4357, Alameda County, California","Census Tract 4357, Alameda County, California",6,1,435700,4479,3152,623,1019,994,390,107,19,0
6001435800,"Census Tract 4358, Alameda County, California","Census Tract 4358, Alameda County, California",6,1,435800,5261,3587,646,1188,1104,540,100,9,0
6001435900,"Census Tract 4359, Alameda County, California","Census Tract 4359, Alameda County, California",6,1,435900,5358,3529,736,893,1027,726,108,39,0
6001436000,"Census Tract 4360, Alameda County, California","Census Tract 4360, Alameda County, California",6,1,436000,4504,3011,515,959,906,487,112,26,6
6001436100,"Census Tract 4361, Alameda County, California","Census Tract 4361, Alameda County, California",6,1,436100,5483,3863,610,1522,970,633,105,23,0
6001436200,"Census Tract 4362, Alameda County, California","Census Tract 4362, Alameda County, California",6,1,436200,3838,2397,703,746,624,255,57,12,0
6001436300,"Census Tract 4363, Alameda County, California","Census Tract 4363, Alameda County, California",6,1,436300,6841,4474,1250,1190,1139,671,212,12,0
6001436401,"Census Tract 4364.01, Alameda County, California","Census Tract 4364.01, Alameda County, California",6,1,436401,8090,5592,726,1317,1770,1156,481,27,115
6001436402,"Census Tract 4364.02, Alameda County, California","Census Tract 4364.02, Alameda County, California",6,1,436402,3117,2290,177,323,851,570,264,74,31
6001436500,"Census Tract 4365, Alameda County, California","Census Tract 4365, Alameda County, California",6,1,436500,4672,2880,461,670,855,664,195,35,0
6001436601,"Census Tract 4366.01, Alameda County, California","Census Tract 4366.01, Alameda County, California",6,1,436601,6469,3861,1090,1134,1032,490,100,15,0
6001436602,"Census Tract 4366.02, Alameda County, California","Census Tract 4366.02, Alameda County, California",6,1,436602,4967,3151,627,701,1125,509,142,26,21
6001436700,"Census Tract 4367, Alameda County, California","Census Tract 4367, Alameda County, California",6,1,436700,3830,2445,542,535,726,551,75,0,16
6001436800,"Census Tract 4368, Alameda County, California","Census Tract 4368, Alameda County, California",6,1,436800,4260,3044,412,718,968,791,128,14,13
6001436900,"Census Tract 4369, Alameda County, California","Census Tract 4369, Alameda County, California",6,1,436900,6551,3692,1156,1045,958,360,150,12,11
6001437000,"Census Tract 4370, Alameda County, California","Census Tract 4370, Alameda County, California",6,1,437000,3087,2347,292,686,778,528,57,0,6
6001437101,"Census Tract 4371.01, Alameda County, California","Census Tract 4371.01, Alameda County, California",6,1,437101,6058,4147,583,764,1063,1375,267,17,78
6001437102,"Census Tract 4371.02, Alameda County, California","Census Tract 4371.02, Alameda County, California",6,1,437102,4329,2922,500,631,1197,454,104,27,9
6001437200,"Census Tract 4372, Alameda County, California","Census Tract 4372, Alameda County, California",6,1,437200,7120,4867,710,1154,1603,1107,176,79,38
6001437300,"Census Tract 4373, Alameda County, California","Census Tract 4373, Alameda County, California",6,1,437300,3090,2035,291,600,735,230,156,14,9
6001437400,"Census Tract 4374, Alameda County, California","Census Tract 4374, Alameda County, California",6,1,437400,3321,2256,582,770,670,207,25,0,2
6001437500,"Census Tract 4375, Alameda County, California","Census Tract 4375, Alameda County, California",6,1,437500,4588,2642,846,823,674,251,48,0,0
6001437600,"Census Tract 4376, Alameda County, California","Census Tract 4376, Alameda County, California",6,1,437600,3634,2493,959,711,548,239,24,0,12
6001437701,"Census Tract 4377.01, Alameda County, California","Census Tract 4377.01, Alameda County, California",6,1,437701,4104,2250,729,696,586,196,31,10,2
6001437702,"Census Tract 4377.02, Alameda County, California","Census Tract 4377.02, Alameda County, California",6,1,437702,4807,2429,921,791,506,185,18,0,8
6001437800,"Census Tract 4378, Alameda County, California","Census Tract 4378, Alameda County, California",6,1,437800,4732,3110,617,944,772,574,175,13,15
6001437900,"Census Tract 4379, Alameda County, California","Census Tract 4379, Alameda County, California",6,1,437900,2247,1389,374,399,389,202,21,0,4
6001438000,"Census Tract 4380, Alameda County, California","Census Tract 4380, Alameda County, California",6,1,438000,3277,2277,344,536,831,407,124,9,26
6001438100,"Census Tract 4381, Alameda County, California","Census Tract 4381, Alameda County, California",6,1,438100,7492,4894,876,1639,1401,649,273,20,36
6001438201,"Census Tract 4382.01, Alameda County, California","Census Tract 4382.01, Alameda County, California",6,1,438201,4425,3184,939,989,893,318,33,12,0
6001438203,"Census Tract 4382.03, Alameda County, California","Census Tract 4382.03, Alameda County, California",6,1,438203,4374,3126,772,788,774,713,63,0,16
6001438204,"Census Tract 4382.04, Alameda County, California","Census Tract 4382.04, Alameda County, California",6,1,438204,5563,4016,640,1057,1486,503,305,17,8
6001438300,"Census Tract 4383, Alameda County, California","Census Tract 4383, Alameda County, California",6,1,438300,3963,2496,509,944,656,324,51,12,0
6001438400,"Census Tract 4384, Alameda County, California","Census Tract 4384, Alameda County, California",6,1,438400,2622,1570,318,319,699,176,58,0,0
6001440100,"Census Tract 4401, Alameda County, California","Census Tract 4401, Alameda County, California",6,1,440100,2227,1659,139,555,429,415,103,18,0
6001440200,"Census Tract 4402, Alameda County, California","Census Tract 4402, Alameda County, California",6,1,440200,5834,3404,936,1415,571,381,56,38,7
6001440301,"Census Tract 4403.01, Alameda County, California","Census Tract 4403.01, Alameda County, California",6,1,440301,6959,4567,857,1342,1236,937,141,23,31
6001440304,"Census Tract 4403.04, Alameda County, California","Census Tract 4403.04, Alameda County, California",6,1,440304,4805,3279,501,670,1052,862,152,30,12
6001440305,"Census Tract 4403.05, Alameda County, California","Census Tract 4403.05, Alameda County, California",6,1,440305,3889,2816,286,601,842,884,190,12,1
6001440306,"Census Tract 4403.06, Alameda County, California","Census Tract 4403.06, Alameda County, California",6,1,440306,3972,2611,499,599,670,643,164,25,11
6001440307,"Census Tract 4403.07, Alameda County, California","Census Tract 4403.07, Alameda County, California",6,1,440307,4186,3178,447,1007,684,834,142,23,41
6001440308,"Census Tract 4403.08, Alameda County, California","Census Tract 4403.08, Alameda County, California",6,1,440308,5927,4161,547,1220,892,872,496,43,91
6001440331,"Census Tract 4403.31, Alameda County, California","Census Tract 4403.31, Alameda County, California",6,1,440331,3622,2366,378,754,599,458,156,17,4
6001440332,"Census Tract 4403.32, Alameda County, California","Census Tract 4403.32, Alameda County, California",6,1,440332,3583,2386,165,360,572,774,303,69,143
6001440333,"Census Tract 4403.33, Alameda County, California","Census Tract 4403.33, Alameda County, California",6,1,440333,2615,1683,177,348,394,526,191,33,14
6001440334,"Census Tract 4403.34, Alameda County, California","Census Tract 4403.34, Alameda County, California",6,1,440334,4396,2953,341,637,869,912,121,62,11
6001440335,"Census Tract 4403.35, Alameda County, California","Census Tract 4403.35, Alameda County, California",6,1,440335,6253,4358,215,944,772,1544,638,70,175
6001440336,"Census Tract 4403.36, Alameda County, California","Census Tract 4403.36, Alameda County, California",6,1,440336,4968,3061,484,575,778,942,231,33,18
6001441100,"Census Tract 4411, Alameda County, California","Census Tract 4411, Alameda County, California",6,1,441100,4015,2930,214,857,796,592,232,101,138
6001441200,"Census Tract 4412, Alameda County, California","Census Tract 4412, Alameda County, California",6,1,441200,7271,4967,426,1132,1082,1403,754,94,76
6001441301,"Census Tract 4413.01, Alameda County, California","Census Tract 4413.01, Alameda County, California",6,1,441301,3088,2102,39,276,416,675,552,99,45
6001441302,"Census Tract 4413.02, Alameda County, California","Census Tract 4413.02, Alameda County, California",6,1,441302,5655,3976,470,771,941,1080,519,106,89
6001441401,"Census Tract 4414.01, Alameda County, California","Census Tract 4414.01, Alameda County, California",6,1,441401,6604,4646,394,936,1018,1475,660,41,122
6001441402,"Census Tract 4414.02, Alameda County, California","Census Tract 4414.02, Alameda County, California",6,1,441402,5257,3676,364,775,738,1121,526,124,28
6001441501,"Census Tract 4415.01, Alameda County, California","Census Tract 4415.01, Alameda County, California",6,1,441501,6810,4538,524,572,1260,1482,533,92,75
6001441503,"Census Tract 4415.03, Alameda County, California","Census Tract 4415.03, Alameda County, California",6,1,441503,5762,3983,195,215,519,1592,1206,144,112
6001441521,"Census Tract 4415.21, Alameda County, California","Census Tract 4415.21, Alameda County, California",6,1,441521,6181,4139,318,657,827,1227,893,116,101
6001441522,"Census Tract 4415.22, Alameda County, California","Census Tract 4415.22, Alameda County, California",6,1,441522,5177,3511,364,799,818,962,316,175,77
6001441523,"Census Tract 4415.23, Alameda County, California","Census Tract 4415.23, Alameda County, California",6,1,441523,4140,2725,114,330,449,835,863,9,125
6001441524,"Census Tract 4415.24, Alameda County, California","Census Tract 4415.24, Alameda County, California",6,1,441524,4226,2556,149,79,311,1057,826,73,61
6001441601,"Census Tract 4416.01, Alameda County, California","Census Tract 4416.01, Alameda County, California",6,1,441601,4573,3298,370,1155,915,557,219,26,56
6001441602,"Census Tract 4416.02, Alameda County, California","Census Tract 4416.02, Alameda County, California",6,1,441602,7710,5055,1127,1368,972,1006,536,11,35
6001441700,"Census Tract 4417, Alameda County, California","Census Tract 4417, Alameda County, California",6,1,441700,7535,4817,617,1463,1135,1008,503,46,45
6001441800,"Census Tract 4418, Alameda County, California","Census Tract 4418, Alameda County, California",6,1,441800,6827,4784,368,1138,1146,1176,704,24,228
6001441921,"Census Tract 4419.21, Alameda County, California","Census Tract 4419.21, Alameda County, California",6,1,441921,3653,2616,374,360,582,830,384,14,72
6001441923,"Census Tract 4419.23, Alameda County, California","Census Tract 4419.23, Alameda County, California",6,1,441923,5491,3973,184,878,675,1339,763,59,75
6001441924,"Census Tract 4419.24, Alameda County, California","Census Tract 4419.24, Alameda County, California",6,1,441924,6794,4792,392,711,1002,1318,1161,141,67
6001441925,"Census Tract 4419.25, Alameda County, California","Census Tract 4419.25, Alameda County, California",6,1,441925,5750,4572,134,293,448,1848,1500,103,246
6001441926,"Census Tract 4419.26, Alameda County, California","Census Tract 4419.26, Alameda County, California",6,1,441926,4163,2705,425,729,509,732,216,81,13
